budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day,Profit,roi
90000000,1,4,43.348022,1,2086,188133322,114.0,The Secret Life of Walter Mitty,7.0,3144,1,2013,12,18,98133322,109.03702444444446
92000000,3,4,40.20395,28,2086,264105545,98.0,Charlie's Angels,5.6,1232,1,2000,11,2,172105545,187.0712445652174
90000000,10,4,63.429157,1,6,289847354,151.0,The Departed,7.9,4339,1,2006,10,5,199847354,222.05261555555555
90000000,3,4,67.427755,8,2086,304320254,88.0,Mulan,7.6,2008,1,1998,6,18,214320254,238.13361555555556
92000000,17,4,43.192048,1,2,188072649,107.0,Tropic Thunder,6.5,1667,1,2008,8,9,96072649,104.42679239130435
90000000,1,4,47.651083,1,1,232617430,158.0,The Girl with the Dragon Tattoo,7.2,2434,1,2011,12,14,142617430,158.4638111111111
90000000,32,4,51.881077,1,2086,366101666,128.0,Die Hard: With a Vengeance,6.9,2066,1,1995,5,19,276101666,306.77962888888885
90000000,1,4,57.834787,1,22,524028679,128.0,Sherlock Holmes,7.0,5766,1,2009,12,23,434028679,482.2540877777778
100000000,195,4,29.608322,1,2086,94061311,125.0,Ben-Hur,5.3,621,1,2016,8,17,-5938689,-5.938689
120000000,2,4,51.548589,8,2086,186053725,95.0,Atlantis: The Lost Empire,6.7,1224,1,2001,6,2,66053725,55.04477083333333
75000000,1,4,38.832842,1,93,200276000,121.0,Valkyrie,6.7,1173,1,2008,12,25,125276000,167.03466666666665
90000000,1,4,40.597344,1,2086,201596308,113.0,You Don't Mess with the Zohan,5.5,1048,1,2008,6,5,111596308,123.99589777777777
100000000,1,4,34.035114,1,2086,235926552,146.0,A.I. Artificial Intelligence,6.8,1974,1,2001,6,29,135926552,135.926552
90000000,1,4,16.302378,1,2086,182290266,99.0,The Haunted Mansion,5.2,466,1,2003,11,25,92290266,102.54474
90000000,2,4,55.249434,1,2086,171120329,150.0,Contact,7.2,1308,1,1997,7,11,81120329,90.13369888888889
95000000,6,4,28.200874,2,93,190213455,112.0,Hollow Man,5.6,634,1,2000,8,4,95213455,100.22468947368421
80000000,12,4,18.69984,1,2,162944923,128.0,The Interpreter,6.2,392,1,2005,4,8,82944923,103.68115375
90000000,12,4,40.262261,1,2086,174578751,106.0,Percy Jackson: Sea of Monsters,5.9,1648,1,2013,8,7,84578751,93.97639
95000000,1,4,56.811056,1,1,156505388,117.0,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,1,2003,7,21,61505388,64.74251368421052
90000000,1,4,51.535701,1,1,334901337,129.0,Now You See Me 2,6.7,3235,1,2016,6,2,244901337,272.11259666666666
68000000,1,4,20.913852,1,2086,118063304,116.0,The Saint,5.9,302,1,1997,4,3,50063304,73.62250588235294
92000000,25,4,27.166757,1,141,143049560,126.0,Spy Game,6.8,579,1,2001,11,18,51049560,55.488652173913046
90000000,11,4,16.058284,1,2086,60874615,114.0,Mission to Mars,5.7,369,1,2000,3,10,-29125385,-32.361538888888894
90000000,4,4,46.200042,8,2086,484635760,96.0,Rio,6.5,2166,1,2011,4,3,394635760,438.4841777777778
100000000,5,4,24.939295,1,93,93700000,131.0,Bicentennial Man,6.9,963,1,1999,12,17,-6300000,-6.3
90000000,2,4,15.350451,28,2086,140807547,107.0,The Devil's Own,5.9,290,1,1997,3,12,50807547,56.45283
100000000,3,4,15.625949,1,1,35168966,138.0,K-19: The Widowmaker,6.1,264,1,2002,7,19,-64831034,-64.831034
20000000,13,4,31.802807,2,2086,79114085,129.0,Conan the Barbarian,6.6,650,1,1982,4,2,59114085,295.570425
88000000,1,4,24.100863,1,2086,108539911,144.0,Cinderella Man,7.3,616,1,2005,6,2,20539911,23.340807954545454
90000000,1,4,3.593349,1,1,16178959,110.0,The Nutcracker: The Untold Story,5.4,50,1,2010,11,24,-73821041,-82.02337888888889
87000000,32,4,14.824166,1,2086,148336445,141.0,Seabiscuit,6.7,216,1,2003,7,22,61336445,70.50166091954023
92000000,5,4,32.079995,1,2086,494471524,113.0,Twister,6.1,950,1,1996,5,10,402471524,437.4690478260869
90000000,7,4,57.739713,1,2086,429632142,143.0,Cast Away,7.5,3218,1,2000,12,22,339632142,377.3690466666667
100000000,1,4,37.272385,1,11,384335608,108.0,Happy Feet,5.9,1410,1,2006,11,16,284335608,284.335608
75000000,13,4,53.213931,1,93,288500217,108.0,The Bourne Supremacy,7.2,2825,1,2004,7,23,213500217,284.666956
85000000,32,4,36.38795,1,93,315156409,124.0,Air Force One,6.2,840,1,1997,7,25,230156409,270.77224588235293
85000000,7,4,60.929352,1,2086,450717150,116.0,Ocean's Eleven,7.2,3783,1,2001,12,7,365717150,430.2554705882353
75000000,24,4,36.605246,1,1,132274484,110.0,The Three Musketeers,5.6,924,1,2011,8,31,57274484,76.36597866666666
85000000,4,4,56.257411,4,2086,358375603,91.0,Hotel Transylvania,6.8,2566,1,2012,9,20,273375603,321.61835647058825
85000000,1,4,29.21998,1,2086,340487652,107.0,Enchanted,6.6,1449,1,2007,11,20,255487652,300.57370823529413
85000000,32,4,34.773106,1,2086,208076205,115.0,Safe House,6.3,1345,1,2012,2,9,123076205,144.79553529411763
85000000,18,4,9.895061,1,2086,183611771,100.0,102 Dalmatians,5.1,313,1,2000,10,7,98611771,116.01384823529412
75000000,17,4,36.743324,1,2086,152930623,104.0,Tower Heist,5.8,932,1,2011,11,2,77930623,103.90749733333334
85000000,82,4,44.967453,1,141,194168700,136.0,The Holiday,6.7,1225,1,2006,12,8,109168700,128.43376470588234
90000000,13,4,41.207568,1,2086,250649836,132.0,Enemy of the State,6.7,1240,1,1998,11,20,160649836,178.49981777777776
85000000,82,4,16.479851,1,2086,219103655,121.0,It's Complicated,6.2,360,1,2009,12,23,134103655,157.76900588235293
85000000,12,4,42.069993,1,2086,311312624,122.0,Ocean's Thirteen,6.5,1999,1,2007,6,7,226312624,266.25014588235297
85000000,4,4,26.61951,1,2086,197309027,83.0,Open Season,6.1,656,1,2006,9,29,112309027,132.12826705882352
85000000,13,4,80.316463,1,2086,288747895,139.0,Divergent,6.9,4663,1,2014,3,14,203747895,239.70340588235294
68000000,2,4,41.273567,1,1,96976270,131.0,Enemy at the Gates,7.2,999,1,2001,3,13,28976270,42.61216176470588
85000000,1,4,24.107835,1,2086,80916492,104.0,The Rundown,6.4,514,1,2003,9,26,-4083508,-4.804127058823529
85000000,2,4,32.044191,1,2086,137298489,130.0,Last Action Hero,6.1,712,1,1993,6,18,52298489,61.527634117647054
85000000,10,4,16.595874,1,2086,162242962,145.0,Memoirs of a Geisha,7.3,652,1,2005,12,6,77242962,90.87407294117648
85000000,19,4,8.282876,33,11,158468292,104.0,The Fast and the Furious: Tokyo Drift,6.1,1705,1,2006,6,3,73468292,86.43328470588236
90000000,2,4,36.069611,2,2086,142940100,178.0,Meet Joe Black,6.9,1147,1,1998,11,12,52940100,58.82233333333333
85000000,2,4,18.827753,1,2086,78382433,108.0,Collateral Damage,5.5,427,1,2002,2,6,-6617567,-7.78537294117647
85000000,1,4,48.126297,1,2086,183018522,106.0,Mirror Mirror,5.5,1114,1,2012,3,15,98018522,115.31590823529412
60000000,15,4,38.885195,1,13,47664559,112.0,Scott Pilgrim vs. the World,7.2,2126,1,2010,7,27,-12335441,-20.559068333333332
60000000,1,4,29.211255,1,2,74208267,136.0,The Core,5.4,516,1,2003,3,28,14208267,23.680445
84000000,2,4,17.783361,6,2086,123307945,106.0,Nutty Professor II: The Klumps,4.7,332,1,2000,7,27,39307945,46.79517261904762
84000000,1,4,31.435539,1,2086,275650703,88.0,Scooby-Doo,5.4,820,1,2002,6,14,191650703,228.1555988095238
50000000,13,4,57.673932,1,1,41037742,95.0,Dredd,6.6,1940,1,2012,9,7,-8962258,-17.924515999999997
82500000,4,4,41.176631,1,2086,237681299,107.0,Click,6.0,2104,1,2006,6,22,155181299,188.09854424242425
8000000,4,4,13.661289,1,2086,21028755,120.0,Creepshow,6.7,226,1,1982,11,12,13028755,162.8594375
85000000,2,4,21.218,1,66,222231186,88.0,Jumper,5.9,1799,1,2008,2,10,137231186,161.44845411764706
85000000,2,4,58.57976,1,93,160388063,120.0,Hellboy II: The Golden Army,6.5,1527,1,2008,7,11,75388063,88.69183882352941
65000000,13,4,51.970905,1,2086,84785914,157.0,Zodiac,7.3,2023,1,2007,3,2,19785914,30.439867692307693
82000000,11,4,18.447479,1,2086,96085477,123.0,The 6th Day,5.7,595,1,2000,11,17,14085477,17.177410975609757
80000000,3,4,109.684788,1,2086,484572835,101.0,Bruce Almighty,6.4,3012,1,2003,5,23,404572835,505.71604375000004
80000000,1,4,77.580661,2,2086,274470394,103.0,The Expendables,6.0,2926,1,2010,8,3,194470394,243.0879925
80000000,24,4,75.290998,1,2086,457696359,110.0,Mission: Impossible,6.7,2631,1,1996,5,22,377696359,472.12044875
80000000,185,4,58.040149,1,2086,254455986,102.0,The Hangover Part II,6.2,3739,1,2011,5,25,174455986,218.0699825
80000000,3,4,59.113174,1,141,280000000,126.0,Batman Returns,6.6,1673,1,1992,6,19,200000000,250.0
80000000,2,4,36.32705,1,2086,343397247,83.0,Over the Hedge,6.3,1074,1,2006,4,22,263397247,329.24655875
85000000,5,4,14.132583,1,93,144000000,97.0,Charlotte's Web,5.8,288,1,2006,12,15,59000000,69.41176470588235
75000000,3,4,34.070054,1,2086,140464664,120.0,Deep Impact,5.9,855,1,1998,5,8,65464664,87.28621866666667
82000000,68,4,26.065735,1,2086,190320568,113.0,The Longest Yard,6.2,785,1,2005,5,19,108320568,132.09825365853658
75000000,1,4,23.473004,7,2086,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,484,1,2011,12,14,267695435,356.9272466666667
80000000,185,4,45.589568,1,2086,246984278,100.0,Grown Ups 2,5.8,1155,1,2013,7,11,166984278,208.73034750000002
80000000,8,4,23.496054,1,1,230685453,110.0,Get Smart,6.0,1051,1,2008,6,19,150685453,188.35681625
80000000,19,4,16.939441,1,2086,266728738,128.0,Something's Gotta Give,6.3,410,1,2003,12,12,186728738,233.41092250000003
80000000,15,4,19.500893,1,2086,163733697,88.0,Four Christmases,5.3,331,1,2008,11,26,83733697,104.66712125
75000000,1,4,29.558157,8,2086,260696994,91.0,Robots,6.0,1333,1,2005,3,10,185696994,247.59599200000002
80000000,1,4,23.531721,1,2086,212874442,99.0,Bedtime Stories,5.9,901,1,2008,12,24,132874442,166.0930525
80000000,11,4,49.078546,1,2086,181001478,117.0,Road to Perdition,7.3,1077,1,2002,7,12,101001478,126.2518475
80000000,17,4,37.02665,3,2086,214918407,117.0,Just Go with It,6.3,1543,1,2011,2,10,134918407,168.64800875
75000000,18,4,45.154631,1,2086,224012234,115.0,Con Air,6.5,1270,1,1997,6,1,149012234,198.68297866666666
80000000,1,4,46.887983,1,11,178066569,118.0,Eagle Eye,6.3,1018,1,2008,9,25,98066569,122.58321125
79000000,195,4,24.598479,1,1,173013509,154.0,Cold Mountain,6.7,533,1,2003,12,24,94013509,119.0044417721519
80000000,13,4,32.363538,1,2086,157107755,118.0,The Book of Eli,6.6,2164,1,2010,1,14,77107755,96.38469375
80000000,3,4,11.50396,1,2086,177977226,93.0,Flubber,5.3,695,1,1997,11,26,97977226,122.4715325
80000000,1,4,19.375768,1,2086,91188905,113.0,The Haunting,5.2,369,1,1999,7,23,11188905,13.98613125
80000000,1,4,36.125715,1,2086,250200000,88.0,Space Jam,6.5,1288,1,1996,11,15,170200000,212.75
80000000,4,4,41.890722,1,66,233093859,104.0,The Day the Earth Stood Still,5.2,1043,1,2008,12,10,153093859,191.36732375
75000000,5,4,22.179658,1,2086,136982834,135.0,Conspiracy Theory,6.5,431,1,1997,8,7,61982834,82.64377866666666
70000000,1,4,18.264635,1,2086,164000000,98.0,Six Days Seven Nights,5.6,332,1,1998,6,12,94000000,134.28571428571428
80000000,1,4,11.187696,1,1,201584141,80.0,Yogi Bear,5.2,220,1,2010,12,11,121584141,151.98017625
80000000,1,4,41.670544,4,2086,122563539,83.0,Spirit: Stallion of the Cimarron,7.4,831,1,2002,5,24,42563539,53.20442375
80000000,2,4,27.46264,1,2086,169852759,102.0,Zookeeper,5.3,498,1,2011,7,6,89852759,112.31594874999999
80000000,2,4,17.455024,1,2086,136159423,130.0,Lost in Space,5.0,388,1,1998,4,3,56159423,70.19927875
80000000,6,4,21.394281,1,2086,96105964,129.0,The Manchurian Candidate,6.2,393,1,2004,7,30,16105964,20.132455
80000000,18,4,61.692197,4,2086,473226958,89.0,Hotel Transylvania 2,6.7,1497,1,2015,9,21,393226958,491.53369749999996
80000000,2,4,14.530946,17,2086,90874570,74.0,Fantasia 2000,7.0,292,1,1999,12,17,10874570,13.593212499999998
80000000,2,4,25.978555,1,2086,123729176,96.0,The Time Machine,5.8,631,1,2002,3,4,43729176,54.66147
102000000,25,4,36.788745,1,36,147080413,99.0,Swordfish,6.1,932,1,2001,6,7,45080413,44.19648333333333
75000000,7,4,31.054334,1,6,142400065,129.0,The Legend of Zorro,5.9,893,1,2005,10,24,67400065,89.86675333333334
85000000,3,4,21.891078,1,9,71485043,113.0,What Dreams May Come,6.8,577,1,1998,10,2,-13514957,-15.899949411764705
88000000,1,4,40.138009,1,1,105316267,118.0,The Brothers Grimm,5.6,818,1,2005,8,26,17316267,19.677576136363637
70000000,3,4,44.090535,2,2086,101371017,106.0,Mars Attacks!,6.1,1509,1,1996,12,12,31371017,44.81573857142857
80000000,6,4,36.664991,1,2086,122444772,89.0,Surrogates,5.9,1195,1,2009,9,24,42444772,53.05596500000001
80000000,34,4,18.26121,1,2086,34566746,145.0,Thirteen Days,6.9,189,1,2000,12,24,-45433254,-56.79156749999999
80000000,19,4,16.681269,1,2086,159212469,115.0,Daylight,5.8,378,1,1996,12,6,79212469,99.01558625
80000000,3,4,10.088006,1,1,126546518,87.0,Walking With Dinosaurs,5.2,133,1,2013,12,18,46546518,58.1831475
44000000,1,4,7.89147,1,2086,21400000,118.0,Battlefield Earth,3.0,255,1,2000,5,10,-22600000,-51.36363636363637
80000000,18,4,16.715631,1,93,68514844,90.0,Looney Tunes: Back in Action,5.6,297,1,2003,11,14,-11485156,-14.356445
80000000,10,4,9.357734,1,4,53825515,112.0,Nine,5.1,165,1,2009,12,3,-26174485,-32.71810625
80000000,18,4,11.22268,1,2086,19480739,116.0,Timeline,5.4,318,1,2003,11,26,-60519261,-75.64907625000001
80000000,3,4,14.564667,1,2086,17626234,177.0,The Postman,6.1,299,1,1997,12,25,-62373766,-77.9672075
90000000,1,4,11.356079,3,11,69131860,92.0,Babe: Pig in the City,5.2,305,1,1998,11,25,-20868140,-23.186822222222222
90000000,3,4,52.612025,1,2086,146936910,106.0,The Last Witch Hunter,5.7,1316,1,2015,10,21,56936910,63.26323333333333
80000000,2,4,13.800656,1,36,33463969,106.0,Red Planet,5.4,267,1,2000,11,10,-46536031,-58.170038749999996
86000000,2,4,27.097932,1,19,107944236,94.0,Arthur and the Invisibles,6.0,639,1,2006,12,13,21944236,25.516553488372097
80000000,1,4,7.342892,1,3,5989640,110.0,A Sound of Thunder,4.8,111,1,2005,5,15,-74010360,-92.51295
130000000,1,4,50.561849,1,6,117831631,105.0,Pompeii,5.2,1267,1,2014,2,18,-12168369,-9.360283846153846
60000000,89,4,59.248437,1,2086,313542341,135.0,A Beautiful Mind,7.7,3009,1,2001,12,11,253542341,422.57056833333337
79000000,13,4,40.723459,1,2086,355692760,94.0,Journey 2: The Mysterious Island,5.8,1030,1,2012,1,19,276692760,350.244
78000000,3,4,41.247402,1,2086,248384621,95.0,Cloudy with a Chance of Meatballs 2,6.4,915,1,2013,9,26,170384621,218.44182179487183
78000000,1,4,10.083905,1,93,209196298,124.0,Red Dragon,6.7,1115,1,2002,9,29,131196298,168.20038205128205
100000000,1,4,16.759252,1,1,108103450,136.0,Hidalgo,6.5,318,1,2004,3,5,8103450,8.103449999999999
79000000,185,4,22.132418,1,2086,149673788,91.0,Jack and Jill,4.1,604,1,2011,11,11,70673788,89.4604911392405
76000000,25,4,10.520961,1,2086,236350661,107.0,2 Fast 2 Furious,6.2,2028,1,2003,6,5,160350661,210.98771184210526
64000000,1,4,35.384423,1,19,97571250,92.0,The Little Prince,7.6,756,1,2015,7,29,33571250,52.455078125
80000000,6,4,15.673154,1,8,15071514,99.0,The Invasion,5.7,359,1,2007,8,17,-64928486,-81.1606075
75000000,18,4,31.482872,1,2086,875958308,87.0,The Secret Life of Pets,5.9,3462,1,2016,6,18,800958308,1067.9444106666667
78000000,1,4,47.436675,1,3,179265204,110.0,The League of Extraordinary Gentlemen,5.7,1155,1,2003,7,11,101265204,129.8271846153846
75000000,18,4,60.442593,1,2086,816969268,145.0,Independence Day,6.7,3260,1,1996,6,25,741969268,989.2923573333333
73000000,13,4,2.502487,5,2086,229074524,129.0,The Lost World: Jurassic Park,6.2,2487,1,1997,5,23,156074524,213.80071780821916
75000000,5,4,48.110909,5,2086,532680671,86.0,Madagascar,6.6,3237,1,2005,5,25,457680671,610.2408946666667
76000000,1,4,35.387874,1,141,69959751,109.0,Children of Men,7.4,2071,1,2006,9,22,-6040249,-7.94769605263158
75000000,13,4,4.66891,1,2086,296339527,104.0,X-Men,6.8,4097,1,2000,7,13,221339527,295.11936933333334
75000000,18,4,73.82289,1,93,258270008,110.0,Wanted,6.4,2528,1,2008,6,19,183270008,244.36001066666665
75000000,19,4,51.469576,2,2086,335062621,136.0,The Rock,6.9,1456,1,1996,6,6,260062621,346.7501613333333
80000000,1,4,85.115058,8,2086,660940780,91.0,Ice Age: The Meltdown,6.5,2951,1,2006,3,23,580940780,726.175975
75000000,82,4,61.437586,1,2086,196482882,99.0,50 First Dates,6.6,2105,1,2004,2,13,121482882,161.977176
50000000,1,4,31.160542,1,141,90450008,117.0,Hairspray,6.5,709,1,2007,7,13,40450008,80.900016
80000000,17,4,15.761384,1,2086,78000586,114.0,Exorcist: The Beginning,4.7,183,1,2004,8,20,-1999414,-2.4992674999999998
75000000,7,4,71.124686,1,6,117698894,115.0,Now You See Me,7.3,5487,1,2013,5,29,42698894,56.93185866666667
80000000,185,4,38.864027,2,2086,271430189,102.0,Grown Ups,6.0,1705,1,2010,6,24,191430189,239.28773625000002
60000000,68,4,57.753914,1,2086,219417255,128.0,The Terminal,7.0,1910,1,2004,6,17,159417255,265.695425
35000000,18,4,13.25753,1,2086,73034460,100.0,Hotel for Dogs,5.7,202,1,2009,1,16,38034460,108.66988571428571
75000000,19,4,13.318744,2,1,215663859,124.0,Vertical Limit,5.9,283,1,2000,12,8,140663859,187.55181199999998
75000000,4,4,18.70031,1,2086,119000410,102.0,Charlie Wilson's War,6.5,338,1,2007,12,19,44000410,58.667213333333336
75000000,2,4,47.094369,5,2086,367275019,90.0,Shark Tale,5.8,1557,1,2004,9,20,292275019,389.7000253333333
70000000,195,4,14.486311,1,2086,154937680,134.0,Dreamgirls,6.6,284,1,2006,12,25,84937680,121.33954285714286
53000000,19,4,18.61472,1,2086,95226116,118.0,Be Cool,5.4,292,1,2005,3,4,42226116,79.67191698113207
70000000,1,4,29.035222,1,1,130358911,164.0,Munich,6.9,696,1,2005,12,22,60358911,86.22701571428571
70000000,1,4,27.055085,1,2086,85632458,121.0,Tears of the Sun,6.4,573,1,2003,3,7,15632458,22.332082857142858
75000000,1,4,23.004607,1,2086,98159963,100.0,Killers,5.7,772,1,2010,6,4,23159963,30.879950666666666
75000000,1,4,48.744209,1,2086,108145109,116.0,The Man from U.N.C.L.E.,7.1,2265,1,2015,8,13,33145109,44.19347866666667
80000000,185,4,14.209329,2,2086,55041367,130.0,Spanglish,5.8,369,1,2004,12,17,-24958633,-31.198291249999997
75000000,4,4,36.368839,1,2086,140175006,91.0,Monster House,6.3,874,1,2006,7,21,65175006,86.900008
75000000,2,4,24.353302,1,2086,67631903,123.0,Bandits,6.2,302,1,2001,10,12,-7368097,-9.824129333333333
55000000,1,4,19.143321,1,2086,127600435,134.0,First Knight,5.9,311,1,1995,7,7,72600435,132.0007909090909
75000000,1,4,37.917002,1,2086,226904017,110.0,Immortals,5.7,880,1,2011,11,10,151904017,202.5386893333333
52000000,1,4,23.663713,1,93,77944725,113.0,Hostage,6.2,512,1,2005,3,9,25944725,49.893701923076925
75000000,1,4,14.44381,1,2086,36754634,94.0,Titan A.E.,6.3,313,1,2000,6,16,-38245366,-50.99382133333334
75000000,5,4,10.605084,3,2086,51142659,116.0,Hollywood Homicide,5.0,166,1,2003,6,9,-23857341,-31.809788
75000000,1,4,11.873856,1,2086,14567883,99.0,Soldier,6.1,221,1,1998,10,23,-60432117,-80.576156
75000000,1,4,8.098369,1,2086,5409517,93.0,Monkeybone,4.3,78,1,2001,2,23,-69590483,-92.78731066666667
45000000,11,4,20.374308,1,2086,21009180,113.0,Flight of the Phoenix,5.7,276,1,2004,12,17,-23990820,-53.31293333333333
75000000,2,4,42.006908,1,2086,248118121,106.0,Unbreakable,6.9,1946,1,2000,11,13,173118121,230.82416133333334
82000000,2,4,39.127082,1,2086,89792502,110.0,Sucker Punch,5.9,1623,1,2011,3,24,7792502,9.503051219512196
73000000,1,4,20.790703,1,66,103891409,98.0,Snake Eyes,5.8,327,1,1998,8,7,30891409,42.316998630136986
75000000,11,4,18.65988,1,2086,13100000,134.0,Sphere,5.8,476,1,1998,2,13,-61900000,-82.53333333333333
73000000,5,4,45.720894,1,1,349779543,97.0,The Angry Birds Movie,5.9,1022,1,2016,5,11,276779543,379.1500589041096
70000000,1,4,21.789615,1,2086,111231041,112.0,Fool's Gold,5.4,444,1,2008,2,7,41231041,58.90148714285714
75000000,68,4,20.199057,1,2086,61458982,146.0,Funny People,5.7,390,1,2009,7,31,-13541018,-18.054690666666666
70000000,2,4,26.123705,1,93,86658558,110.0,The Kingdom,6.5,513,1,2007,8,22,16658558,23.79794
72500000,185,4,12.599836,3,2086,162966177,116.0,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,1,2006,8,4,90466177,124.78093379310344
70000000,1,4,13.543053,2,2086,176104344,87.0,Dr. Dolittle 2,4.9,410,1,2001,6,22,106104344,151.57763428571428
72000000,3,4,60.722162,1,2086,210000000,177.0,Braveheart,7.7,3336,1,1995,5,24,138000000,191.66666666666669
72000000,13,4,32.227223,1,93,96889998,125.0,Jarhead,6.6,765,1,2005,11,4,24889998,34.56944166666667
75000000,18,4,46.875375,1,2086,527068851,87.0,The Simpsons Movie,6.9,2264,1,2007,7,25,452068851,602.758468
72000000,89,4,11.215702,1,2086,37317558,152.0,The Majestic,6.6,188,1,2001,12,21,-34682442,-48.17005833333333
94000000,17,4,8.468586,1,2,54744738,116.0,Driven,4.5,179,1,2001,4,27,-39255262,-41.7609170212766
74500000,6,4,8.884318,1,10,62172050,109.0,Two Brothers,6.9,180,1,2004,4,7,-12327950,-16.54758389261745
60000000,11,4,27.491891,1,2086,256697520,108.0,The Village,6.2,1071,1,2004,7,30,196697520,327.8292
