budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast
175000000,"Fantasy, Comedy, Family",en,27.082182,"Columbia Pictures, Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Original Film, Playtone, Relativity Media",United States of America,2007-06-09,173000000,96.0,Evan Almighty,5.3,1151,"Steve Carell, Lauren Graham, John Goodman, Jimmy Bennett, John Michael Higgins, Morgan Freeman, Wanda Sykes, Graham Phillips, Johnny Simmons, Jonah Hill"
178000000,"Action, Science Fiction",en,79.456485,"Village Roadshow Pictures, Warner Bros., Viz Media, Province of British Columbia Production Services Tax Credit, 3 Arts Entertainment, RatPac-Dune Entertainment","Australia, United States of America",2014-05-27,370541256,113.0,Edge of Tomorrow,7.6,4858,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way, Kick Gurry, Franz Drameh, Dragomir Mrsic, Charlotte Riley"
175000000,"Adventure, Action",en,44.640292,"Universal Pictures, Gordon Company, Davis Entertainment, Licht/Mueller Film Corporation",United States of America,1995-07-28,264218220,135.0,Waterworld,5.9,992,"Kevin Costner, Chaim Girafi, Rick Aviles, R. D. Call, Zitto Kazann, Jeanne Tripplehorn, Dennis Hopper, Jack Black, Zakes Mokae, Jack Kehler"
175000000,"Adventure, Action, Thriller, Science Fiction",en,32.852443,"Paramount Pictures, Spyglass Entertainment, Di Bonaventura Pictures, Hasbro, Kontsept Film Company","Czech Republic, United States of America",2009-08-04,302469017,118.0,G.I. Joe: The Rise of Cobra,5.6,1962,"Dennis Quaid, Channing Tatum, Marlon Wayans, Sienna Miller, Joseph Gordon-Levitt, Christopher Eccleston, Adewale Akinnuoye-Agbaje, Lee Byung-hun, Rachel Nichols"
175000000,"Drama, Comedy, Animation, Family",en,128.655964,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2015-06-09,857611174,94.0,Inside Out,8.0,6560,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Paula Poundstone"
175000000,"Family, Adventure, Drama, Fantasy",en,94.199316,"Walt Disney Pictures, Walt Disney Studios Motion Pictures, Fairview Entertainment, Moving Picture Company (MPC)","United Kingdom, United States of America",2016-04-07,966550600,106.0,The Jungle Book,6.7,2892,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Scarlett Johansson, Christopher Walken, Lupita Nyong'o, Giancarlo Esposito, Garry Shandling, Jon Favreau"
200000000,"Adventure, Action, Science Fiction",en,77.300194,Marvel Studios,United States of America,2010-04-28,623933331,124.0,Iron Man 2,6.6,6849,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Mickey Rourke, Sam Rockwell, Samuel L. Jackson, Clark Gregg, John Slattery, Garry Shandling"
170000000,"Adventure, Fantasy, Drama",en,77.178973,"Universal Pictures, Roth Films",United States of America,2012-05-30,396600000,127.0,Snow White and the Huntsman,5.8,3118,"Kristen Stewart, Charlize Theron, Chris Hemsworth, Sam Claflin, Ian McShane, Ray Winstone, Nick Frost, Toby Jones, Eddie Marsan, Bob Hoskins"
180000000,"Fantasy, Adventure, Action, Family, Romance",en,110.620647,"Walt Disney Pictures, Walt Disney Studios Motion Pictures, Roth Films",United States of America,2014-05-28,758539785,97.0,Maleficent,7.0,4496,"Angelina Jolie, Elle Fanning, Sharlto Copley, Sam Riley, Juno Temple, Imelda Staunton, Lesley Manville, Brenton Thwaites, Isobelle Molloy, Miranda Richardson"
170000000,"Science Fiction, Action, Drama, Thriller",en,243.791743,"Ingenious Media, Chernin Entertainment, TSG Entertainment",United States of America,2014-06-26,710644566,130.0,Dawn of the Planet of the Apes,7.3,4410,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, Kodi Smit-McPhee, Kirk Acevedo, Judy Greer, Terry Notary, Karin Konoval"
175000000,"Drama, Action, Adventure, Fantasy",en,41.796339,"Mid Atlantic Films, Stuber Productions, Universal, Moving Picture Company (MPC), H2F Entertainment",United States of America,2013-12-06,150962475,119.0,47 Ronin,5.9,1326,"Keanu Reeves, Hiroyuki Sanada, Kou Shibasaki, Tadanobu Asano, Min Tanaka, Rinko Kikuchi, Jin Akanishi, Masayoshi Haneda, Hiroshi Sogabe, Takato Yonemoto"
170000000,"Action, Adventure, Science Fiction",en,72.225265,Marvel Studios,United States of America,2014-03-20,714766572,136.0,Captain America: The Winter Soldier,7.6,5764,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo, Emily VanCamp"
165000000,"Comedy, Adventure, Fantasy, Animation, Family",en,44.041186,DreamWorks Animation,United States of America,2010-05-16,752600867,93.0,Shrek Forever After,6.0,1959,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, Jon Hamm, John Cleese, Craig Robinson, Walt Dohrn, Jane Lynch"
190000000,"Adventure, Family, Mystery, Science Fiction",en,130.311355,"Walt Disney Pictures, Babieka, A113",United States of America,2015-05-19,209154322,130.0,Tomorrowland,6.2,2846,"Britt Robertson, George Clooney, Raffey Cassidy, Thomas Robinson, Hugh Laurie, Kathryn Hahn, Keegan-Michael Key, Tim McGraw, Chris Bauer, Pierce Gagnon"
165000000,"Adventure, Family, Animation, Action, Comedy",en,203.73459,"Walt Disney Pictures, Walt Disney Animation Studios",United States of America,2014-10-24,652105443,102.0,Big Hero 6,7.8,6135,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., James Cromwell, Alan Tudyk, Maya Rudolph"
165000000,"Family, Animation, Comedy, Adventure",en,62.341073,Walt Disney Animation Studios,United States of America,2012-11-01,471222889,108.0,Wreck-It Ralph,7.1,4570,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla"
165000000,"Adventure, Animation, Family, Fantasy",en,47.323228,"Golden Mean, Playtone, ImageMovers",United States of America,2004-11-10,305875730,100.0,The Polar Express,6.4,1474,"Tom Hanks, Michael Jeter, Nona Gaye, Peter Scolari, Eddie Deezen, Leslie Zemeckis, Steven Tyler, Julene Renee, Chris Coppola, Charles Fleischer"
165000000,"Action, Adventure, Science Fiction",en,48.775723,"Twentieth Century Fox Film Corporation, Centropolis Entertainment, TSG Entertainment, Stereo D",United States of America,2016-06-22,389681935,120.0,Independence Day: Resurgence,4.9,2491,"Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe, Sela Ward, William Fichtner, Vivica A. Fox, Charlotte Gainsbourg, Brent Spiner, Judd Hirsch"
165000000,"Fantasy, Adventure, Animation, Family",en,67.263269,"DreamWorks Animation, Vertigo Entertainment, Mad Hatter Entertainment",United States of America,2010-03-05,494878759,98.0,How to Train Your Dragon,7.5,4227,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Robin Atkin Downes, Philip McGrade"
200000000,"Action, Thriller, Science Fiction",en,69.405188,"Columbia Pictures, Intermedia Films, Warner Bros., C-2 Pictures, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mostow/Lieberman Productions","Germany, United Kingdom, United States of America",2003-07-02,435000000,109.0,Terminator 3: Rise of the Machines,5.9,2143,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Harris, Chopper Bernet, Christopher Lawford"
170000000,"Action, Science Fiction, Adventure",en,481.098624,"Marvel Studios, Moving Picture Company (MPC), Bulletproof Cupid, Revolution Sun Studios","United Kingdom, United States of America",2014-07-30,773328629,121.0,Guardians of the Galaxy,7.9,9742,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly"
165000000,"Adventure, Drama, Science Fiction",en,724.247784,"Paramount Pictures, Legendary Pictures, Warner Bros., Syncopy, Lynda Obst Productions","Canada, United States of America, United Kingdom",2014-11-05,675120017,169.0,Interstellar,8.1,10867,"Matthew McConaughey, Jessica Chastain, Anne Hathaway, Michael Caine, Casey Affleck, Mackenzie Foy, Bill Irwin, Matt Damon, Ellen Burstyn"
160000000,"Action, Thriller, Science Fiction, Mystery, Adventure",en,167.58371,"Legendary Pictures, Warner Bros., Syncopy","United Kingdom, United States of America",2010-07-14,825532764,148.0,Inception,8.1,13752,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe, Cillian Murphy, Marion Cotillard, Michael Caine, Dileep Rao, Tom Berenger"
15000000,"Action, Adventure, Drama, Horror, Science Fiction",ja,9.476999,"Cine Bazar, Toho Pictures",Japan,2016-07-29,77000000,120.0,Shin Godzilla,6.5,143,"Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Kengo Kora, Matsuo Satoru, Mikako Ichikawa, Issei Takahashi, Kanji Tsuda, Shinya Tsukamoto, Toru Nomaguchi"
250000000,"Adventure, Fantasy, Action",en,108.849621,"WingNut Films, New Line Cinema, Warner Bros. Pictures, Metro-Goldwyn-Mayer (MGM)","New Zealand, United States of America",2012-11-26,1021103568,169.0,The Hobbit: An Unexpected Journey,7.0,8297,"Ian McKellen, Martin Freeman, Richard Armitage, Andy Serkis, Cate Blanchett, Christopher Lee, Sylvester McCoy, Ian Holm, Elijah Wood, Hugo Weaving"
38000000,"Action, Crime, Thriller",en,6.909942,"Universal Pictures, Original Film, Ardustry Entertainment, Mediastream Film GmbH & Co. Productions KG","Germany, United States of America",2001-06-22,207283925,106.0,The Fast and the Furious,6.6,3428,"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Ted Levine, Matt Schulze, Thom Barry"
150000000,"Fantasy, Drama, Thriller, Mystery, Romance",en,60.269279,"Paramount Pictures, Warner Bros., Kennedy/Marshall Company, The",United States of America,2008-11-24,333932083,166.0,The Curious Case of Benjamin Button,7.3,3292,"Cate Blanchett, Brad Pitt, Tilda Swinton, Julia Ormond, Elle Fanning, Madisen Beaty, Jason Flemyng, Elias Koteas, Taraji P. Henson, Josh Stewart"
160000000,"Action, Science Fiction, Adventure",en,3.195174,"Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Dune Entertainment III, Marvel Entertainment, Bad Hat Harry Productions, Big Screen Productions",United States of America,2011-05-24,353624124,132.0,X-Men: First Class,7.1,5181,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon, Rose Byrne, Nicholas Hoult, January Jones, Jason Flemyng, Lucas Till, Caleb Landry Jones"
160000000,"Action, Adventure, Science Fiction",en,127.284427,"Studio Babelsberg, Lionsgate, Color Force","Germany, United States of America",2015-11-18,653428261,137.0,The Hunger Games: Mockingjay - Part 2,6.6,3984,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland"
150000000,"Fantasy, Adventure, Action, Comedy, Drama",en,35.580815,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Broken Road Productions, Junction Entertainment",United States of America,2010-07-13,215283742,109.0,The Sorcerer's Apprentice,5.8,1470,"Nicolas Cage, Jay Baruchel, Monica Bellucci, Alfred Molina, Teresa Palmer, Ethan Peck, Alice Krige, Peyton List, Toby Kebbell, Omar Benson Miller"
160000000,"Adventure, Action, Drama, Thriller",en,21.133748,"Virtual Studios, Next Entertainment, Warner Bros., Irwin Allen Productions, Radiant Productions, Synthesis Entertainment",United States of America,2006-05-12,181674817,99.0,Poseidon,5.5,583,"Kurt Russell, Richard Dreyfuss, Josh Lucas, Jacinda Barrett, Emmy Rossum, Mike Vogel, Jimmy Bennett, Andre Braugher"
170000000,Fantasy,en,56.268916,"Walt Disney Pictures, Team Todd, Tim Burton Productions, Roth Films, Legend3D","United Kingdom, United States of America",2016-05-25,299370084,113.0,Alice Through the Looking Glass,6.5,1725,"Johnny Depp, Mia Wasikowska, Anne Hathaway, Helena Bonham Carter, Alan Rickman, Michael Sheen, Sacha Baron Cohen, Andrew Scott, Toby Jones, Rhys Ifans"
160000000,"Fantasy, Adventure, Animation, Comedy, Family",en,42.986467,"DreamWorks SKG, DreamWorks Animation",United States of America,2007-05-17,798958165,93.0,Shrek the Third,6.0,2278,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas, John Cleese, Rupert Everett, Eric Idle, Amy Sedaris, Justin Timberlake"
160000000,"Action, Adventure, Fantasy",en,63.148529,"Universal Pictures, Atlas Entertainment, Legendary Pictures, Blizzard Entertainment","Canada, China, Japan, United States of America",2016-05-25,433677183,123.0,Warcraft,6.3,2268,"Paula Patton, Travis Fimmel, Ben Foster, Robert Kazinsky, Dominic Cooper, Toby Kebbell, Ben Schnetzer, Daniel Wu, Clancy Brown, Ruth Negga"
155000000,"Science Fiction, Action, Thriller, Adventure",en,202.042635,"Paramount Pictures, Annapurna Pictures, Skydance Media",United States of America,2015-06-23,440603537,126.0,Terminator Genisys,5.8,3631,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney, J.K. Simmons, Dayo Okeniyi, Matt Smith, Courtney B. Vance, Lee Byung-hun, Michael Gladis"
155000000,"Adventure, Family, Fantasy",en,49.661984,"Dune Entertainment, Fox 2000 Pictures, Walden Media",United States of America,2010-08-13,415686217,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,"Skandar Keynes, Georgie Henley, Simon Pegg, Gary Sweet, Arthur Angel, Tilda Swinton, Tony Nixon, Shane Rangi, Colin Moody, Ben Barnes"
140000000,"History, Romance, War",en,34.20669,"Jerry Bruckheimer Films, Touchstone Pictures",United States of America,2001-05-21,449220945,183.0,Pearl Harbor,6.6,1791,"Ben Affleck, Josh Hartnett, Kate Beckinsale, Cuba Gooding Jr., Jon Voight, Alec Baldwin, Tom Sizemore, William Lee Scott, Greg Zola, Ewen Bremner"
150000000,"Adventure, Science Fiction, Action",en,25.468493,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, thinkfilm, SprocketHeads, Hasbro Studios, Revolution Sun Studios",United States of America,2007-06-27,709709780,144.0,Transformers,6.6,4040,"Shia LaBeouf, Josh Duhamel, Megan Fox, Rachael Taylor, Tyrese Gibson, Jon Voight, John Turturro, Anthony Anderson, Peter Cullen, Mark Ryan"
155000000,"War, History, Action, Adventure, Drama, Romance",en,39.019229,"Intermedia Films, Egmond Film & Television, Warner Bros., Pacifica Film, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, WR Universal Group","France, Germany, Italy, Netherlands, United Kingdom, United States of America",2004-11-21,167298192,175.0,Alexander,5.6,927,"Colin Farrell, Angelina Jolie, Val Kilmer, Jared Leto, Jonathan Rhys Meyers, Anthony Hopkins, Jessie Kamm, Christopher Plummer, Connor Paolo, Patrick Carroll"
150000000,"Adventure, Fantasy, Family, Mystery",en,78.144395,"Warner Bros., Heyday Films","United Kingdom, United States of America",2007-06-28,938212738,138.0,Harry Potter and the Order of the Phoenix,7.4,5494,"Daniel Radcliffe, Rupert Grint, Emma Watson, Michael Gambon, Ralph Fiennes, Tom Felton, Robbie Coltrane, Alan Rickman, Maggie Smith, Helena Bonham Carter"
150000000,"Adventure, Fantasy, Family",en,101.250416,"Patalex IV Productions Limited, Warner Bros., Heyday Films","United Kingdom, United States of America",2005-11-05,895921036,157.0,Harry Potter and the Goblet of Fire,7.5,5608,"Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Michael Gambon, Alan Rickman, Robbie Coltrane, Brendan Gleeson, Miranda Richardson, Gary Oldman"
150000000,"Fantasy, Action",en,56.758411,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three",United States of America,2008-07-01,624029371,92.0,Hancock,6.2,2961,"Will Smith, Charlize Theron, Jason Bateman, Jae Head, Eddie Marsan, David Mattey, Thomas Lennon, Johnny Galecki, Hayley Marie Norman, Trieu Tran"
150000000,"Drama, Horror, Action, Thriller, Science Fiction",en,70.867401,"Village Roadshow Pictures, Original Film, Weed Road Pictures, Warner Bros., Heyday Films, Overbrook Entertainment",United States of America,2007-12-14,585349010,101.0,I Am Legend,6.9,4853,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield, Willow Smith, Emma Thompson, Darrell Foster, Joanna Numata, Dash Mihok, Samuel Glen"
150000000,"Adventure, Comedy, Family, Fantasy",en,53.905592,"Village Roadshow Pictures, The Zanuck Company, Warner Bros., Tim Burton Productions, Plan B Entertainment, Theobald Film Productions","Australia, United Kingdom, United States of America",2005-07-13,474968763,115.0,Charlie and the Chocolate Factory,6.7,3624,"Johnny Depp, Freddie Highmore, David Kelly, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz, Helena Bonham Carter, Noah Taylor, Missi Pyle"
150000000,"Animation, Comedy, Family, Fantasy",en,65.677399,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2007-06-22,623722818,111.0,Ratatouille,7.5,4369,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole, Brad Garrett, Janeane Garofalo, Will Arnett, Julius Callahan"
150000000,"Action, Crime, Drama",en,115.040024,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Patalex III Productions Limited","United Kingdom, United States of America",2005-06-10,374218673,140.0,Batman Begins,7.5,7359,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman, Cillian Murphy, Tom Wilkinson, Morgan Freeman, Rutger Hauer, Ken Watanabe"
150000000,"Family, Animation",en,44.141021,DreamWorks Animation,United States of America,2008-10-30,603900354,89.0,Madagascar: Escape 2 Africa,6.2,1810,"Ben Stiller, Jada Pinkett Smith, David Schwimmer, Chris Rock, Cedric the Entertainer, Andy Richter, Bernie Mac, Alec Baldwin, Sacha Baron Cohen, Sherri Shepherd"
150000000,"Adventure, Fantasy, Action, Comedy, Family",en,81.781591,"Twentieth Century Fox Film Corporation, 1492 Pictures, Dune Entertainment, 21 Laps Entertainment, Museum Canada Productions, Moving Picture Company (MPC)","United States of America, Canada",2009-05-20,413106170,105.0,Night at the Museum: Battle of the Smithsonian,5.9,1971,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Robin Williams, Christopher Guest, Steve Coogan, Ricky Gervais, Bill Hader, Jon Bernthal"
